id,date,day,month,year,customer_age,age_group,customer_gender,country,state,product_category,sub_category,product,order_quantity,unit_cost,unit_price,profit,cost,revenue
8241,2013-04-11,4,November,2013,20,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
52297,2015-12-17,17,December,2015,41,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,544,1266,1810
16517,2015-08-11,8,November,2015,39,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98
1256,2016-05-06,5,June,2016,35,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
22697,2015-07-18,18,July,2015,42,Adults (35-64),M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,1,3,8,5,3,8
43609,2015-09-11,9,November,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,2,672,674
55717,2016-03-31,31,March,2016,35,Adults (35-64),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,1890,3756,5646
15766,2014-03-01,3,January,2014,42,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,49,36,85
14238,2014-03-06,3,June,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,148,75,223
69276,2014-08-03,8,March,2014,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,550,1083,1633
96891,2014-07-25,25,July,2014,46,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74
106758,2016-01-30,30,January,2016,36,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,9,8,21,92,72,164
91275,2016-03-13,13,March,2016,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,31,1,4,88,31,119
95437,2013-05-12,5,December,2013,60,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,84,58,142
108981,2015-08-12,8,December,2015,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,411,755,1166
98522,2015-11-30,30,November,2015,46,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,5,12,33,69,60,129
34646,2013-07-11,7,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,140,104,244
82436,2014-01-05,1,May,2014,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35
30362,2014-11-01,11,January,2014,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,618,377,995
65445,2011-01-07,1,July,2011,35,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480
51551,2015-12-30,30,December,2015,22,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
25445,2015-11-22,22,November,2015,34,Young Adults (25-34),M,United States,California,Accessories,Fenders,Fender Set - Mountain,25,8,22,339,200,539
85480,2016-08-04,8,April,2016,37,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,7,13,20
73725,2015-10-24,24,October,2015,18,Youth (<25),F,United States,California,Clothing,Socks,"Racing Socks, M",15,3,9,87,45,132
68823,2016-06-03,6,March,2016,51,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
77114,2016-03-20,20,March,2016,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,73,65,138
39327,2016-01-13,13,January,2016,28,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,95,91,186
16421,2016-06-18,18,June,2016,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
56996,2012-06-12,6,December,2012,47,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1922,2532,4454
85290,2015-11-22,22,November,2015,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29
105309,2013-08-08,8,August,2013,19,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,36,17,53
43512,2013-04-12,4,December,2013,17,Youth (<25),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,2,42,44
88699,2013-08-17,17,August,2013,37,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,25,9,25,375,225,600
103055,2015-08-14,14,August,2015,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,16,16,32
90702,2013-12-27,27,December,2013,40,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48
47891,2016-06-23,23,June,2016,18,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,148,630,778
72628,2014-02-13,13,February,2014,41,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",28,26,70,1193,728,1921
71913,2016-03-17,17,March,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Shorts,"Women's Mountain Shorts, L",4,26,70,165,104,269
2735,2016-04-05,4,May,2016,31,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
112833,2015-08-08,8,August,2015,29,Young Adults (25-34),M,United States,California,Clothing,Vests,"Classic Vest, S",13,24,64,503,312,815
74422,2013-11-19,19,November,2013,38,Adults (35-64),M,Australia,South Australia,Clothing,Socks,"Racing Socks, M",3,3,9,13,9,22
11256,2015-06-12,6,December,2015,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,50,48,98
108983,2015-12-25,25,December,2015,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,411,755,1166
50055,2015-09-13,13,September,2015,30,Young Adults (25-34),M,Australia,Tasmania,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400,842,1912,2754
30127,2015-08-18,18,August,2015,37,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,427,312,739
46351,2016-03-02,3,February,2016,44,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,105,882,987
59014,2012-02-03,2,March,2012,63,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1678,3110,4788
32546,2013-10-21,21,October,2013,58,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,230,182,412
105206,2014-10-07,10,July,2014,46,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12
56928,2014-03-14,14,March,2014,35,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,295,420,715
19392,2014-08-06,8,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,7,7,9,6,49,55
71022,2014-05-31,31,May,2014,43,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506
91467,2013-11-24,24,November,2013,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,30,11,30,381,330,711
12038,2016-06-14,14,June,2016,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,56,38,94
95909,2016-02-02,2,February,2016,26,Young Adults (25-34),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,17,29,46
109786,2014-01-27,27,January,2014,44,Adults (35-64),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,807,1482,2289
109682,2014-06-28,28,June,2014,46,Adults (35-64),F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,878,1482,2360
5144,2015-09-17,17,September,2015,30,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147
44060,2014-05-16,16,May,2014,25,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2,38,50,17,76,93
70175,2015-05-13,13,May,2015,23,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,110,344,454
7164,2013-12-14,14,December,2013,43,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,15,16,31
15442,2013-06-10,6,October,2013,39,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
94157,2015-08-20,20,August,2015,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,25,18,43
89620,2014-02-28,28,February,2014,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15
49204,2014-01-29,29,January,2014,44,Adults (35-64),F,Germany,Saarland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",21,38,50,63,798,861
84492,2013-12-11,12,November,2013,45,Adults (35-64),M,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
79348,2013-07-11,7,November,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,238,143,381
26911,2016-06-30,30,June,2016,34,Young Adults (25-34),M,Australia,South Australia,Accessories,Fenders,Fender Set - Mountain,19,8,22,191,152,343
42432,2014-02-26,26,February,2014,31,Young Adults (25-34),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,22,21,55,724,462,1186
15514,2016-06-02,6,February,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,177,90,267
55551,2016-01-14,14,January,2016,34,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1631,3798,5429
93129,2014-01-21,21,January,2014,22,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,8,12,20
42066,2014-03-05,3,May,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,21,55,234,147,381
75226,2015-02-12,2,December,2015,43,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45
62783,2015-10-14,14,October,2015,34,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,835,2171,3006
9789,2016-01-29,29,January,2016,32,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,42,40,82
74082,2014-06-17,17,June,2014,62,Adults (35-64),M,United States,Oregon,Clothing,Socks,"Racing Socks, L",3,3,9,14,9,23
104970,2013-12-25,25,December,2013,22,Youth (<25),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,7,8,21,88,56,144
89187,2015-07-15,15,July,2015,26,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
2662,2014-05-05,5,May,2014,33,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,127,96,223
112392,2014-06-02,6,February,2014,37,Adults (35-64),F,United Kingdom,England,Clothing,Vests,"Classic Vest, M",19,24,64,711,456,1167
22175,2015-11-16,16,November,2015,28,Young Adults (25-34),F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,98,63,161
9161,2014-01-28,28,January,2014,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,77,58,135
9385,2016-01-15,15,January,2016,43,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,57,36,93
66593,2015-04-12,4,December,2015,28,Young Adults (25-34),M,France,Moselle,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,414,1083,1497
87910,2016-03-27,27,March,2016,56,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,6,9,25,65,54,119
16370,2016-04-18,18,April,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
47239,2016-10-01,10,January,2016,43,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,24,912,936
8760,2013-09-15,15,September,2013,23,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
21054,2013-01-12,1,December,2013,31,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Caps,AWC Logo Cap,6,7,9,8,42,50
34614,2014-11-05,11,May,2014,29,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,320,195,515
93097,2016-02-02,2,February,2016,33,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,9,14,23
45847,2015-08-09,8,September,2015,23,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",9,42,54,30,378,408
25668,2013-11-30,30,November,2013,18,Youth (<25),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,17,8,22,234,136,370
84253,2015-12-24,24,December,2015,28,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,12,21,33
97253,2015-03-12,3,December,2015,25,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64
102538,2013-08-18,18,August,2013,43,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
60732,2013-09-12,9,December,2013,41,Adults (35-64),M,France,Loiret,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,431,1083,1514
5354,2014-11-03,11,March,2014,31,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
95205,2014-01-16,16,January,2014,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,81,56,137
96577,2016-01-29,29,January,2016,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
25831,2016-03-18,18,March,2016,51,Adults (35-64),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,25,8,22,229,200,429
44694,2013-08-21,21,August,2013,19,Youth (<25),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,67,630,697
48529,2015-07-12,7,December,2015,28,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,156,798,954
83769,2016-06-24,24,June,2016,49,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22
27815,2015-05-12,5,December,2015,54,Adults (35-64),M,Germany,Hessen,Clothing,Gloves,"Half-Finger Gloves, L",32,9,24,426,288,714
22271,2016-01-19,19,January,2016,40,Adults (35-64),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,1,3,8,3,3,6
5330,2013-09-11,9,November,2013,31,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
20844,2013-10-13,13,October,2013,54,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,21,7,9,34,147,181
35002,2014-01-21,21,January,2014,24,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,200,182,382
58910,2014-06-25,25,June,2014,22,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,875,1519,2394
36457,2015-09-18,18,September,2015,42,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,474,299,773
60337,2011-10-10,10,October,2011,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",1,487,783,280,487,767
97893,2015-08-26,26,August,2015,43,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,30,20,50
38208,2013-12-14,14,December,2013,28,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,401,299,700
4548,2016-02-19,19,February,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,21,14,35
18346,2014-10-03,10,March,2014,23,Youth (<25),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,30,7,9,57,210,267
36552,2014-06-14,14,June,2014,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,173,104,277
63460,2014-03-16,16,March,2014,18,Youth (<25),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
12600,2013-11-22,22,November,2013,37,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,11,6,17
81322,2016-01-06,1,June,2016,37,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,15,26,41
14872,2015-09-20,20,September,2015,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,13,12,25
61848,2013-09-05,9,May,2013,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113
75266,2013-12-12,12,December,2013,44,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,15,27,42
76585,2016-05-26,26,May,2016,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,43,26,69
6755,2015-09-23,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,56,40,96
56569,2016-03-03,3,March,2016,44,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,540,234,295,529
42584,2013-12-08,12,August,2013,44,Adults (35-64),M,Australia,Queensland,Accessories,Hydration Packs,Hydration Pack - 70 oz.,17,21,55,428,357,785
36773,2015-10-22,22,October,2015,36,Adults (35-64),F,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,154,130,284
33679,2015-08-25,25,August,2015,21,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,693,416,1109
26523,2016-04-23,23,April,2016,43,Adults (35-64),F,France,Seine Saint Denis,Accessories,Fenders,Fender Set - Mountain,15,8,22,151,120,271
101247,2014-01-25,25,January,2014,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,42,30,72
22676,2014-07-25,25,July,2014,38,Adults (35-64),M,United States,Oregon,Accessories,Cleaners,Bike Wash - Dissolver,7,3,8,27,21,48
1116,2015-10-28,28,October,2015,37,Adults (35-64),F,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,44,30,74
61835,2016-01-01,1,January,2016,31,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,835,2171,3006
3656,2014-05-31,31,May,2014,29,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59
98151,2016-05-05,5,May,2016,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,15,27,42
94197,2014-07-24,24,July,2014,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,62,44,106
66818,2014-01-29,29,January,2014,29,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,205,713,918
64318,2014-02-20,20,February,2014,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,839,1555,2394
104202,2013-06-08,6,August,2013,40,Adults (35-64),M,United States,Ohio,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,69,60,129
100081,2016-05-26,26,May,2016,24,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45
101906,2016-03-29,29,March,2016,26,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,9,8,17
68611,2011-05-28,28,May,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
62380,2012-07-28,28,July,2012,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,523,1426,1949
52120,2013-08-01,8,January,2013,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
67197,2011-12-13,13,December,2011,69,Seniors (64+),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,497,1555,2052
48346,2013-10-25,25,October,2013,28,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",9,42,54,98,378,476
99173,2014-06-24,24,June,2014,22,Youth (<25),F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire,30,11,29,383,330,713
61037,2011-01-22,22,January,2011,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,839,1555,2394
21175,2015-01-10,1,October,2015,24,Youth (<25),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,26,7,9,22,182,204
78688,2015-11-21,21,November,2015,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,40,38,78
16866,2013-12-29,29,December,2013,21,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,84,60,144
82352,2013-10-11,10,November,2013,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94
9660,2015-03-11,3,November,2015,27,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,50,33,83
14180,2016-11-06,11,June,2016,22,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,130,88,218
24775,2015-04-11,4,November,2015,21,Youth (<25),F,United States,California,Accessories,Fenders,Fender Set - Mountain,26,8,22,353,208,561
90358,2014-07-31,31,July,2014,48,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,76,54,130
28033,2016-05-25,25,May,2016,34,Young Adults (25-34),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, M",19,9,24,221,171,392
67829,2015-12-09,12,September,2015,35,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,172,713,885
401,2015-11-09,11,September,2015,19,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
66325,2011-08-10,8,October,2011,41,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1345,4665,6010
57234,2012-03-10,3,October,2012,51,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Black, 48",2,1898,3375,1469,3796,5265
84036,2013-02-08,2,August,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
95780,2016-01-26,26,January,2016,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134
73987,2016-06-15,15,June,2016,43,Adults (35-64),M,United Kingdom,England,Clothing,Socks,"Racing Socks, L",30,3,9,169,90,259
56445,2011-11-01,11,January,2011,34,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 40",4,295,540,937,1180,2117
38727,2015-09-19,19,September,2015,39,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,65,39,104
62966,2014-04-27,27,April,2014,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827
70438,2013-08-25,25,August,2013,46,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,174,344,518
75861,2016-10-02,10,February,2016,24,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36
29293,2015-11-25,25,November,2015,35,Adults (35-64),F,United States,Montana,Clothing,Gloves,"Half-Finger Gloves, M",21,9,24,255,189,444
17555,2015-03-12,3,December,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,11,7,9,18,77,95
52876,2013-06-08,6,August,2013,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203
15808,2015-04-10,4,October,2015,18,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8
4911,2015-12-18,18,December,2015,32,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,17,12,29
2372,2015-12-31,31,December,2015,22,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86
57448,2014-08-06,8,June,2014,27,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249
76684,2013-10-15,15,October,2013,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,13,14,27
77825,2016-04-23,23,April,2016,19,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,7,9,16
109940,2014-07-04,7,April,2014,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130
59203,2015-11-18,18,November,2015,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1264,2171,3435
